plan_idx,title,question_idx,steps,question_type,step_pair_idx_asked_about,binary_question,why_question,model_input,binary_answer,why_answer,cluster
496,vegetable-terrine,496,"['Add the gelatin in a bowl of cold water until soft.', 'Heat the stock and cook the vegetables one after the other in the stock (15 minutes for the carrots and beans, 10 minutes for courgettes and celeriac, 5 minutes for the peas).', 'Run the vegetables under cold water to stop them cooking.', 'Wash the sorrel, add the olive oil to a frying pan and cook for 3 minutes, chop then set aside.', 'In a saucepan, bring cream and yogurt to the boil.', 'Add the chopped sorrel and gelatin.', 'Mix well and remove from heat.', 'Set aside and cool for a few minutes.', 'Pour approximately 1cm of the cream mixture into a mould and refrigerate.', 'It is better to use a silicone mould, it will be easier to remove for serving.', 'Arrange the vegetables, alternating according to shape, starting with the matchstick vegetables on the bottom and peas in the middle.', 'Pour the remaining cream mixture on top.', 'Refrigerate the terrine for several hours until firm.', ""If you did'nt use a silicone mould, immerse the mould in boiling water then turn it over - it should release."", 'Serve chilled.']",dependent_real_after,"[4, 13]",Must Step 14 happen after Step 5?,Why must Step 14 happen after Step 5?,"Given a goal, a procedure to achieve that goal and a question about the steps in the procedure, you are required to answer the questions.

Goal: vegetable-terrine

Procedure:
1. Add the gelatin in a bowl of cold water until soft.
2. Heat the stock and cook the vegetables one after the other in the stock (15 minutes for the carrots and beans, 10 minutes for courgettes and celeriac, 5 minutes for the peas).
3. Run the vegetables under cold water to stop them cooking.
4. Wash the sorrel, add the olive oil to a frying pan and cook for 3 minutes, chop then set aside.
5. In a saucepan, bring cream and yogurt to the boil.
6. Add the chopped sorrel and gelatin.
7. Mix well and remove from heat.
8. Set aside and cool for a few minutes.
9. Pour approximately 1cm of the cream mixture into a mould and refrigerate.
10. It is better to use a silicone mould, it will be easier to remove for serving.
11. Arrange the vegetables, alternating according to shape, starting with the matchstick vegetables on the bottom and peas in the middle.
12. Pour the remaining cream mixture on top.
13. Refrigerate the terrine for several hours until firm.
14. If you did'nt use a silicone mould, immerse the mould in boiling water then turn it over - it should release.
15. Serve chilled.


1. Must Step 14 happen after Step 5?
2. Explain why or why not.

Format your answer as JSON with the key value pairs ""binary_answer"": ""yes/no answer to Q1"", ""why_answer"": ""one sentence answer to Q2""",no,"Step 14 is only necessary if a non-silicone mould was used, which is not specified until Step 10, so it cannot happen after Step 5.",2
499,chocolate-pancake-batter,499,"['Sift the flour and cocoa powder into a bowl.', 'Make a well in the centre and whisk in the beaten eggs.', 'Gradually whisk in milk, melted butter and sugar.', 'For best results, set the pancake batter aside for 20 minutes to rest.', 'Heat a heavy-based non-stick frying pan (about 20-22cm in diameter) over moderate heat.', 'Use a piece of kitchen paper to grease the pan with a little sunflower oil.', 'Use a soup ladle to pour some batter into the middle of the pan, just enough to create a slightly thicker pancake than a crepe.', 'Cook for a minute or so until the pancake edges start to crisp up.', 'Use a palette knife to flip the pancake and cook the other side, about 1 minute.', 'Turn out of the pan and repeat with remaining batter, greasing the pan between pancakes if necessary.', 'Stack the pancakes on top of each other to keep warm.']",dependent_real_after,"[0, 9]",Must Step 10 happen after Step 1?,Why must Step 10 happen after Step 1?,"Given a goal, a procedure to achieve that goal and a question about the steps in the procedure, you are required to answer the questions.

Goal: chocolate-pancake-batter

Procedure:
1. Sift the flour and cocoa powder into a bowl.
2. Make a well in the centre and whisk in the beaten eggs.
3. Gradually whisk in milk, melted butter and sugar.
4. For best results, set the pancake batter aside for 20 minutes to rest.
5. Heat a heavy-based non-stick frying pan (about 20-22cm in diameter) over moderate heat.
6. Use a piece of kitchen paper to grease the pan with a little sunflower oil.
7. Use a soup ladle to pour some batter into the middle of the pan, just enough to create a slightly thicker pancake than a crepe.
8. Cook for a minute or so until the pancake edges start to crisp up.
9. Use a palette knife to flip the pancake and cook the other side, about 1 minute.
10. Turn out of the pan and repeat with remaining batter, greasing the pan between pancakes if necessary.
11. Stack the pancakes on top of each other to keep warm.


1. Must Step 10 happen after Step 1?
2. Explain why or why not.

Format your answer as JSON with the key value pairs ""binary_answer"": ""yes/no answer to Q1"", ""why_answer"": ""one sentence answer to Q2""",no,"Step 10 requires the pancake batter to be prepared, which happens in Steps 1-4 and 4-6, so it cannot happen before Step 1.",2
501,spiced butternut squash soup,501,"['Preheat the oven to 190 C / Gas mark 6.', 'Pour a small layer of water in a baking dish, or a swiss roll tin.', 'Place the squash halves cut side down on the dish.', 'Bake for about 40 minutes, or until a fork can easily pierce the flesh.', 'Cool slightly, then remove the peel.', 'Set aside.', 'Melt the butter in a large pot over medium heat.', 'Add the onion, leek and garlic, and saute for a few minutes, until tender.', 'Pour the chicken stock into the pot.', 'Add the potatoes, and bring to the boil.', 'Cook for about 20 minutes, or until soft.', 'Add the squash, and mash with the potatoes until chunks are small.', 'Use an immersion hand blender to puree the soup, or transfer to a blender or food processor in batches, and puree until smooth.', 'Return to the pot.', 'Season the soup with cayenne pepper, allspice, nutmeg, ginger, salt and pepper, then stir in the sherry, cream and milk.', 'Heat through, but do not boil.', 'Ladle into bowls, and top with a dollop of soured cream if desired.']",dependent_real_after,"[0, 12]",Must Step 13 happen after Step 1?,Why must Step 13 happen after Step 1?,"Given a goal, a procedure to achieve that goal and a question about the steps in the procedure, you are required to answer the questions.

Goal: spiced butternut squash soup

Procedure:
1. Preheat the oven to 190 C / Gas mark 6.
2. Pour a small layer of water in a baking dish, or a swiss roll tin.
3. Place the squash halves cut side down on the dish.
4. Bake for about 40 minutes, or until a fork can easily pierce the flesh.
5. Cool slightly, then remove the peel.
6. Set aside.
7. Melt the butter in a large pot over medium heat.
8. Add the onion, leek and garlic, and saute for a few minutes, until tender.
9. Pour the chicken stock into the pot.
10. Add the potatoes, and bring to the boil.
11. Cook for about 20 minutes, or until soft.
12. Add the squash, and mash with the potatoes until chunks are small.
13. Use an immersion hand blender to puree the soup, or transfer to a blender or food processor in batches, and puree until smooth.
14. Return to the pot.
15. Season the soup with cayenne pepper, allspice, nutmeg, ginger, salt and pepper, then stir in the sherry, cream and milk.
16. Heat through, but do not boil.
17. Ladle into bowls, and top with a dollop of soured cream if desired.


1. Must Step 13 happen after Step 1?
2. Explain why or why not.

Format your answer as JSON with the key value pairs ""binary_answer"": ""yes/no answer to Q1"", ""why_answer"": ""one sentence answer to Q2""",no,"Step 13 does not need to happen after Step 1 because the squash needs to be baked in Step 4, and then cooled in Step 5, before it can be pureed in Step 13.",1
505,almond and apple cake,505,"['Preheat the oven to 170 C / Gas mark 3.', 'Brush around 22cm (base measurement) cake tin with melted butter to grease.', 'Line base and side with baking parchment.', 'Beat butter, caster sugar and vanilla in a bowl for 8 mins or till pale and creamy (by hand or electric beater).', 'Add the eggs, 1 at a time, beating well after each addition.', 'Stir in ground almonds.', 'Add half the flour and half the milk.', 'Use a wooden spoon to stir until well combined.', 'Repeat remaining flour and milk.', 'Arrange the apple, slightly overlapping, over the base of the prepared tin.', 'Spoon mixture into the tin and smooth the surface.', 'Bake in the oven for 30-35 mins or until a skewer inserted into the centre comes out clean.', 'Set aside in the pan for 10 mins to cool slightly before turning onto a serving plate.', 'Serve warm.']",dependent_real_after,"[2, 11]",Must Step 12 happen after Step 3?,Why must Step 12 happen after Step 3?,"Given a goal, a procedure to achieve that goal and a question about the steps in the procedure, you are required to answer the questions.

Goal: almond and apple cake

Procedure:
1. Preheat the oven to 170 C / Gas mark 3.
2. Brush around 22cm (base measurement) cake tin with melted butter to grease.
3. Line base and side with baking parchment.
4. Beat butter, caster sugar and vanilla in a bowl for 8 mins or till pale and creamy (by hand or electric beater).
5. Add the eggs, 1 at a time, beating well after each addition.
6. Stir in ground almonds.
7. Add half the flour and half the milk.
8. Use a wooden spoon to stir until well combined.
9. Repeat remaining flour and milk.
10. Arrange the apple, slightly overlapping, over the base of the prepared tin.
11. Spoon mixture into the tin and smooth the surface.
12. Bake in the oven for 30-35 mins or until a skewer inserted into the centre comes out clean.
13. Set aside in the pan for 10 mins to cool slightly before turning onto a serving plate.
14. Serve warm.


1. Must Step 12 happen after Step 3?
2. Explain why or why not.

Format your answer as JSON with the key value pairs ""binary_answer"": ""yes/no answer to Q1"", ""why_answer"": ""one sentence answer to Q2""",no,"Step 12 requires the cake to be baked in the oven, which is not possible until the cake tin is prepared with parchment paper and the mixture is poured into it, which happens in Steps 3-11.",3
506,tortellini-fritto-with-almond-butter,506,"['Bring a saucepan of water to the boil.', 'Add the tortellini and cook according to the instructions on the packet, however I recommend you slightly under cook it and drain.', 'In a non-stick shallow pan, heat some olive oil and gently fry the tortellini.', ""If you slightly undercooked your tortellini then it's less likely to stick to the pan."", 'Add some honey, salt to taste and around 2 tablespoons of the almond butter to the pan.', 'Continue to gently fry and stir the tortellini until golden brown.', 'Serve the tortellini with a drizzle of olive oil, freshly grated Parmesan cheese and green leaf salad of your choice.', 'Enjoy!']",dependent_real_after,"[0, 5]",Must Step 6 happen after Step 1?,Why must Step 6 happen after Step 1?,"Given a goal, a procedure to achieve that goal and a question about the steps in the procedure, you are required to answer the questions.

Goal: tortellini-fritto-with-almond-butter

Procedure:
1. Bring a saucepan of water to the boil.
2. Add the tortellini and cook according to the instructions on the packet, however I recommend you slightly under cook it and drain.
3. In a non-stick shallow pan, heat some olive oil and gently fry the tortellini.
4. If you slightly undercooked your tortellini then it's less likely to stick to the pan.
5. Add some honey, salt to taste and around 2 tablespoons of the almond butter to the pan.
6. Continue to gently fry and stir the tortellini until golden brown.
7. Serve the tortellini with a drizzle of olive oil, freshly grated Parmesan cheese and green leaf salad of your choice.
8. Enjoy!


1. Must Step 6 happen after Step 1?
2. Explain why or why not.

Format your answer as JSON with the key value pairs ""binary_answer"": ""yes/no answer to Q1"", ""why_answer"": ""one sentence answer to Q2""",no,"Step 6 does not have to happen after Step 1 because the procedure allows for the tortellini to be cooked and then set aside before being fried in Step 4, so the order of steps can be adjusted.",2
508,almond and apple cake,508,"['Preheat the oven to 170 C / Gas mark 3.', 'Brush around 22cm (base measurement) cake tin with melted butter to grease.', 'Line base and side with baking parchment.', 'Beat butter, caster sugar and vanilla in a bowl for 8 mins or till pale and creamy (by hand or electric beater).', 'Add the eggs, 1 at a time, beating well after each addition.', 'Stir in ground almonds.', 'Add half the flour and half the milk.', 'Use a wooden spoon to stir until well combined.', 'Repeat remaining flour and milk.', 'Arrange the apple, slightly overlapping, over the base of the prepared tin.', 'Spoon mixture into the tin and smooth the surface.', 'Bake in the oven for 30-35 mins or until a skewer inserted into the centre comes out clean.', 'Set aside in the pan for 10 mins to cool slightly before turning onto a serving plate.', 'Serve warm.']",dependent_real_after,"[5, 10]",Must Step 11 happen after Step 6?,Why must Step 11 happen after Step 6?,"Given a goal, a procedure to achieve that goal and a question about the steps in the procedure, you are required to answer the questions.

Goal: almond and apple cake

Procedure:
1. Preheat the oven to 170 C / Gas mark 3.
2. Brush around 22cm (base measurement) cake tin with melted butter to grease.
3. Line base and side with baking parchment.
4. Beat butter, caster sugar and vanilla in a bowl for 8 mins or till pale and creamy (by hand or electric beater).
5. Add the eggs, 1 at a time, beating well after each addition.
6. Stir in ground almonds.
7. Add half the flour and half the milk.
8. Use a wooden spoon to stir until well combined.
9. Repeat remaining flour and milk.
10. Arrange the apple, slightly overlapping, over the base of the prepared tin.
11. Spoon mixture into the tin and smooth the surface.
12. Bake in the oven for 30-35 mins or until a skewer inserted into the centre comes out clean.
13. Set aside in the pan for 10 mins to cool slightly before turning onto a serving plate.
14. Serve warm.


1. Must Step 11 happen after Step 6?
2. Explain why or why not.

Format your answer as JSON with the key value pairs ""binary_answer"": ""yes/no answer to Q1"", ""why_answer"": ""one sentence answer to Q2""",no,"Step 11 requires the prepared tin with apple arranged at the base, which is done in Step 10, so it cannot happen after Step 6.",2
516,spiced-pumpkin-teabread,516,"['Preheat the oven to 180尊C (350尊F, gas mark 4).', 'Line a 900 g (2 lb) loaf tin with baking parchment.', 'Steam the pumpkin flesh, or cook it in just a little boiling water, for 10 minutes or until tender.', 'Drain thoroughly, then mash with a potato masher until smooth.', 'Add the honey and sultanas, and beat well.', 'Sift the wholemeal and white flours and the allspice into a bowl, tipping in any bran left in the sieve.', 'Rub in the butter with your fingertips until the mixture resembles fine breadcrumbs.', 'Add the pumpkin mixture and beat well with a wooden spoon until evenly mixed.', 'Tip the mixture into the prepared tin and smooth the surface.', 'Sprinkle with the pumpkin seeds.', 'Bake for 50 minutes or until the loaf is well risen, golden brown and firm to the touch.', 'Allow the loaf to cool in the tin for 10 minutes, then turn it out onto a wire rack.', 'Gently brush with the 2 tsp honey while still warm.', 'This teabread is best served slightly warm, or within a day of making.']",dependent_real_after,"[6, 11]",Must Step 12 happen after Step 7?,Why must Step 12 happen after Step 7?,"Given a goal, a procedure to achieve that goal and a question about the steps in the procedure, you are required to answer the questions.

Goal: spiced-pumpkin-teabread

Procedure:
1. Preheat the oven to 180尊C (350尊F, gas mark 4).
2. Line a 900 g (2 lb) loaf tin with baking parchment.
3. Steam the pumpkin flesh, or cook it in just a little boiling water, for 10 minutes or until tender.
4. Drain thoroughly, then mash with a potato masher until smooth.
5. Add the honey and sultanas, and beat well.
6. Sift the wholemeal and white flours and the allspice into a bowl, tipping in any bran left in the sieve.
7. Rub in the butter with your fingertips until the mixture resembles fine breadcrumbs.
8. Add the pumpkin mixture and beat well with a wooden spoon until evenly mixed.
9. Tip the mixture into the prepared tin and smooth the surface.
10. Sprinkle with the pumpkin seeds.
11. Bake for 50 minutes or until the loaf is well risen, golden brown and firm to the touch.
12. Allow the loaf to cool in the tin for 10 minutes, then turn it out onto a wire rack.
13. Gently brush with the 2 tsp honey while still warm.
14. This teabread is best served slightly warm, or within a day of making.


1. Must Step 12 happen after Step 7?
2. Explain why or why not.

Format your answer as JSON with the key value pairs ""binary_answer"": ""yes/no answer to Q1"", ""why_answer"": ""one sentence answer to Q2""",no,"Step 12 requires the loaf to be cooled in the tin for 10 minutes, which is not possible until after Step 9, where the mixture is poured into the prepared tin.",3
517,banana-split-cake,517,"['Preheat oven to 190 C / Gas 5.', 'In a large bowl, combine flour, 175g margarine and chopped pecans.', 'Press into the bottom of a 20x30cm tin.', 'Bake in preheated oven for 20 minutes.', 'Remove from oven and allow to cool.', 'In a large bowl, combine remaining margarine, eggs and icing sugar.', 'Beat with an electric mixer for 6 minutes or until fluffy.', 'Spread over cooled base.', 'Slice bananas and arrange on filling, then top with pineapple.', 'Slice strawberries and layer over bananas.', 'Cover with whipped cream.']",dependent_real_after,"[1, 8]",Must Step 9 happen after Step 2?,Why must Step 9 happen after Step 2?,"Given a goal, a procedure to achieve that goal and a question about the steps in the procedure, you are required to answer the questions.

Goal: banana-split-cake

Procedure:
1. Preheat oven to 190 C / Gas 5.
2. In a large bowl, combine flour, 175g margarine and chopped pecans.
3. Press into the bottom of a 20x30cm tin.
4. Bake in preheated oven for 20 minutes.
5. Remove from oven and allow to cool.
6. In a large bowl, combine remaining margarine, eggs and icing sugar.
7. Beat with an electric mixer for 6 minutes or until fluffy.
8. Spread over cooled base.
9. Slice bananas and arrange on filling, then top with pineapple.
10. Slice strawberries and layer over bananas.
11. Cover with whipped cream.


1. Must Step 9 happen after Step 2?
2. Explain why or why not.

Format your answer as JSON with the key value pairs ""binary_answer"": ""yes/no answer to Q1"", ""why_answer"": ""one sentence answer to Q2""",no,"Step 9 requires the base to be cooled, which happens in Step 5, so it cannot happen before Step 2.",2
521,easy strawberry tart,521,"['Mix together the sugar, water, jam and cornflour in a medium large saucepan.', 'Boil for one minute.', 'Remove from heat.', 'Stir in the sliced strawberries, and toss until well coated.', 'Pour into the digestive biscuit base.', 'Chill until well set.', 'Serve topped with whipped cream.']",dependent_real_after,"[2, 5]",Must Step 6 happen after Step 3?,Why must Step 6 happen after Step 3?,"Given a goal, a procedure to achieve that goal and a question about the steps in the procedure, you are required to answer the questions.

Goal: easy strawberry tart

Procedure:
1. Mix together the sugar, water, jam and cornflour in a medium large saucepan.
2. Boil for one minute.
3. Remove from heat.
4. Stir in the sliced strawberries, and toss until well coated.
5. Pour into the digestive biscuit base.
6. Chill until well set.
7. Serve topped with whipped cream.


1. Must Step 6 happen after Step 3?
2. Explain why or why not.

Format your answer as JSON with the key value pairs ""binary_answer"": ""yes/no answer to Q1"", ""why_answer"": ""one sentence answer to Q2""",no,"Step 6 requires the tart to be chilled until well set, which cannot happen until after Step 4, where the mixture is poured into the digestive biscuit base.",2
522,cranachan,522,"['Preheat the oven to 180 C / Gas mark 4.', 'Spread oats out in a thin layer on a baking tray.', 'Toast in the oven for about 10 minutes, or until lightly browned.', 'Set aside to cool.', 'Remove them from the tray for faster cooling.', 'In a medium bowl, whip the cream to firm peaks.', 'Gently fold in the icing sugar, vanilla and toasted oats.', 'Spoon into 4 serving bowls, and top with fresh berries.', 'For an extra touch, drizzle some whisky over each serving.', 'Garnish with a mint leaf.']",dependent_real_after,"[1, 6]",Must Step 7 happen after Step 2?,Why must Step 7 happen after Step 2?,"Given a goal, a procedure to achieve that goal and a question about the steps in the procedure, you are required to answer the questions.

Goal: cranachan

Procedure:
1. Preheat the oven to 180 C / Gas mark 4.
2. Spread oats out in a thin layer on a baking tray.
3. Toast in the oven for about 10 minutes, or until lightly browned.
4. Set aside to cool.
5. Remove them from the tray for faster cooling.
6. In a medium bowl, whip the cream to firm peaks.
7. Gently fold in the icing sugar, vanilla and toasted oats.
8. Spoon into 4 serving bowls, and top with fresh berries.
9. For an extra touch, drizzle some whisky over each serving.
10. Garnish with a mint leaf.


1. Must Step 7 happen after Step 2?
2. Explain why or why not.

Format your answer as JSON with the key value pairs ""binary_answer"": ""yes/no answer to Q1"", ""why_answer"": ""one sentence answer to Q2""",no,"Step 7 happens after Step 4, as the oats need to be cooled before being folded into the whipped cream.",2
524,cranachan,524,"['Preheat the oven to 180 C / Gas mark 4.', 'Spread oats out in a thin layer on a baking tray.', 'Toast in the oven for about 10 minutes, or until lightly browned.', 'Set aside to cool.', 'Remove them from the tray for faster cooling.', 'In a medium bowl, whip the cream to firm peaks.', 'Gently fold in the icing sugar, vanilla and toasted oats.', 'Spoon into 4 serving bowls, and top with fresh berries.', 'For an extra touch, drizzle some whisky over each serving.', 'Garnish with a mint leaf.']",dependent_real_after,"[1, 7]",Must Step 8 happen after Step 2?,Why must Step 8 happen after Step 2?,"Given a goal, a procedure to achieve that goal and a question about the steps in the procedure, you are required to answer the questions.

Goal: cranachan

Procedure:
1. Preheat the oven to 180 C / Gas mark 4.
2. Spread oats out in a thin layer on a baking tray.
3. Toast in the oven for about 10 minutes, or until lightly browned.
4. Set aside to cool.
5. Remove them from the tray for faster cooling.
6. In a medium bowl, whip the cream to firm peaks.
7. Gently fold in the icing sugar, vanilla and toasted oats.
8. Spoon into 4 serving bowls, and top with fresh berries.
9. For an extra touch, drizzle some whisky over each serving.
10. Garnish with a mint leaf.


1. Must Step 8 happen after Step 2?
2. Explain why or why not.

Format your answer as JSON with the key value pairs ""binary_answer"": ""yes/no answer to Q1"", ""why_answer"": ""one sentence answer to Q2""",no,"Step 8 happens after Step 4, as the oats need to be cooled before being folded into the whipped cream.",2
525,spicy-tomato-anchovy-pasta,525,"['Heat 6 tablespoons olive oil in a large frying pan over medium heat, then stir in garlic, broccoli and mushrooms;', 'cook until lightly browned.', 'Add anchovies and water, cover and simmer for 4 to 5 minutes.', 'Stir in spring onions, tomatoes and parsley and cover again, simmering until vegetables are soft, about 3 to 4 minutes.', 'While the vegetables are cooking, bring a large pot of water and one teaspoon of olive oil to the boil.', 'Add linguine and cook until al dente, about 7 to 8 minutes;', 'drain.', 'Toss with anchovy mixture and chilli flakes.', 'If desired, season with black pepper.', 'Serve immediately.']",dependent_real_after,"[1, 7]",Must Step 8 happen after Step 2?,Why must Step 8 happen after Step 2?,"Given a goal, a procedure to achieve that goal and a question about the steps in the procedure, you are required to answer the questions.

Goal: spicy-tomato-anchovy-pasta

Procedure:
1. Heat 6 tablespoons olive oil in a large frying pan over medium heat, then stir in garlic, broccoli and mushrooms;
2. cook until lightly browned.
3. Add anchovies and water, cover and simmer for 4 to 5 minutes.
4. Stir in spring onions, tomatoes and parsley and cover again, simmering until vegetables are soft, about 3 to 4 minutes.
5. While the vegetables are cooking, bring a large pot of water and one teaspoon of olive oil to the boil.
6. Add linguine and cook until al dente, about 7 to 8 minutes;
7. drain.
8. Toss with anchovy mixture and chilli flakes.
9. If desired, season with black pepper.
10. Serve immediately.


1. Must Step 8 happen after Step 2?
2. Explain why or why not.

Format your answer as JSON with the key value pairs ""binary_answer"": ""yes/no answer to Q1"", ""why_answer"": ""one sentence answer to Q2""",no,"Step 8 requires cooked linguine, which is prepared in Step 6 and 7, whereas Step 2 only involves cooking the anchovy mixture, so Step 8 cannot happen immediately after Step 2.",1
526,spiced-pumpkin-teabread,526,"['Preheat the oven to 180尊C (350尊F, gas mark 4).', 'Line a 900 g (2 lb) loaf tin with baking parchment.', 'Steam the pumpkin flesh, or cook it in just a little boiling water, for 10 minutes or until tender.', 'Drain thoroughly, then mash with a potato masher until smooth.', 'Add the honey and sultanas, and beat well.', 'Sift the wholemeal and white flours and the allspice into a bowl, tipping in any bran left in the sieve.', 'Rub in the butter with your fingertips until the mixture resembles fine breadcrumbs.', 'Add the pumpkin mixture and beat well with a wooden spoon until evenly mixed.', 'Tip the mixture into the prepared tin and smooth the surface.', 'Sprinkle with the pumpkin seeds.', 'Bake for 50 minutes or until the loaf is well risen, golden brown and firm to the touch.', 'Allow the loaf to cool in the tin for 10 minutes, then turn it out onto a wire rack.', 'Gently brush with the 2 tsp honey while still warm.', 'This teabread is best served slightly warm, or within a day of making.']",dependent_real_after,"[2, 9]",Must Step 10 happen after Step 3?,Why must Step 10 happen after Step 3?,"Given a goal, a procedure to achieve that goal and a question about the steps in the procedure, you are required to answer the questions.

Goal: spiced-pumpkin-teabread

Procedure:
1. Preheat the oven to 180尊C (350尊F, gas mark 4).
2. Line a 900 g (2 lb) loaf tin with baking parchment.
3. Steam the pumpkin flesh, or cook it in just a little boiling water, for 10 minutes or until tender.
4. Drain thoroughly, then mash with a potato masher until smooth.
5. Add the honey and sultanas, and beat well.
6. Sift the wholemeal and white flours and the allspice into a bowl, tipping in any bran left in the sieve.
7. Rub in the butter with your fingertips until the mixture resembles fine breadcrumbs.
8. Add the pumpkin mixture and beat well with a wooden spoon until evenly mixed.
9. Tip the mixture into the prepared tin and smooth the surface.
10. Sprinkle with the pumpkin seeds.
11. Bake for 50 minutes or until the loaf is well risen, golden brown and firm to the touch.
12. Allow the loaf to cool in the tin for 10 minutes, then turn it out onto a wire rack.
13. Gently brush with the 2 tsp honey while still warm.
14. This teabread is best served slightly warm, or within a day of making.


1. Must Step 10 happen after Step 3?
2. Explain why or why not.

Format your answer as JSON with the key value pairs ""binary_answer"": ""yes/no answer to Q1"", ""why_answer"": ""one sentence answer to Q2""",no,"Step 10 requires the mixture to be in the prepared tin, which is done in Step 9, but Step 3 is about cooking the pumpkin, so it's not necessary for Step 10 to happen immediately after Step 3.",1
529,lemon-zested-strawberry-shortcakes,529,"['In a small bowl, combine strawberries and sugar; cover and refrigerate until serving.', 'In a bowl, combine the flour, sugar, baking powder and salt.', 'Rub the butter into the flour until the mixture resembles coarse crumbs.', 'Combine the milk, egg yolk and lemon zest; stir into crumb mixture until a soft dough forms (dough will be sticky).', 'Turn onto a lightly floured surface; knead 10 times.', 'Divide dough in half.', 'Gently pat or roll each half into a 1 .75cm thick circle.', 'Place 5cm apart on an ungreased baking tray.', 'Bake at 200 C / Gas 6 for 8-10 minutes or until golden brown.', 'Remove to a wire rack; cool for 15 minutes.', 'Meanwhile, in a small bowl, combine butter and lemon zest; set aside.', 'In a small mixing bowl, beat cream until it begins to thicken.', 'Add sugar; beat until stiff peaks form.', 'To assemble, split shortcakes in half.', 'Place cake bottoms on dessert plates; spread with lemon butter, then top each with a 1/4 of the strawberries and whipped cream.', 'Cover with shortcake top and remaining berries and cream.']",dependent_real_after,"[4, 14]",Must Step 15 happen after Step 5?,Why must Step 15 happen after Step 5?,"Given a goal, a procedure to achieve that goal and a question about the steps in the procedure, you are required to answer the questions.

Goal: lemon-zested-strawberry-shortcakes

Procedure:
1. In a small bowl, combine strawberries and sugar; cover and refrigerate until serving.
2. In a bowl, combine the flour, sugar, baking powder and salt.
3. Rub the butter into the flour until the mixture resembles coarse crumbs.
4. Combine the milk, egg yolk and lemon zest; stir into crumb mixture until a soft dough forms (dough will be sticky).
5. Turn onto a lightly floured surface; knead 10 times.
6. Divide dough in half.
7. Gently pat or roll each half into a 1 .75cm thick circle.
8. Place 5cm apart on an ungreased baking tray.
9. Bake at 200 C / Gas 6 for 8-10 minutes or until golden brown.
10. Remove to a wire rack; cool for 15 minutes.
11. Meanwhile, in a small bowl, combine butter and lemon zest; set aside.
12. In a small mixing bowl, beat cream until it begins to thicken.
13. Add sugar; beat until stiff peaks form.
14. To assemble, split shortcakes in half.
15. Place cake bottoms on dessert plates; spread with lemon butter, then top each with a 1/4 of the strawberries and whipped cream.
16. Cover with shortcake top and remaining berries and cream.


1. Must Step 15 happen after Step 5?
2. Explain why or why not.

Format your answer as JSON with the key value pairs ""binary_answer"": ""yes/no answer to Q1"", ""why_answer"": ""one sentence answer to Q2""",no,"Step 15 requires the shortcakes to be baked, which happens in steps 9-10, after step 5, but before assembling the shortcakes.",2
532,curried bbq mussels,532,"['Preheat barbecue for medium-high heat and lightly oil the cooking grate.', 'Whisk together the butter, garlic, curry powder, cumin and salt in a small bowl.', 'Arrange four large sheets of foil on a flat surface.', 'Divide the mussels into four even portions and place one portion on each piece of foil.', 'Dot the mussels with the curry mixture.', 'Sprinkle the red pepper and parsley over the top of each portion.', 'Top each with lime slices.', 'Wrap foil tightly around the portions.', 'Cook the packets on the preheated barbecue until the mussels have opened, 5 to 10 minutes.', 'Discard any mussels which do not open.', 'Transfer the mussels to small bowls and garnish each with a lime wedge to serve.']",dependent_real_after,"[3, 9]",Must Step 10 happen after Step 4?,Why must Step 10 happen after Step 4?,"Given a goal, a procedure to achieve that goal and a question about the steps in the procedure, you are required to answer the questions.

Goal: curried bbq mussels

Procedure:
1. Preheat barbecue for medium-high heat and lightly oil the cooking grate.
2. Whisk together the butter, garlic, curry powder, cumin and salt in a small bowl.
3. Arrange four large sheets of foil on a flat surface.
4. Divide the mussels into four even portions and place one portion on each piece of foil.
5. Dot the mussels with the curry mixture.
6. Sprinkle the red pepper and parsley over the top of each portion.
7. Top each with lime slices.
8. Wrap foil tightly around the portions.
9. Cook the packets on the preheated barbecue until the mussels have opened, 5 to 10 minutes.
10. Discard any mussels which do not open.
11. Transfer the mussels to small bowls and garnish each with a lime wedge to serve.


1. Must Step 10 happen after Step 4?
2. Explain why or why not.

Format your answer as JSON with the key value pairs ""binary_answer"": ""yes/no answer to Q1"", ""why_answer"": ""one sentence answer to Q2""",no,"Step 10 cannot happen immediately after Step 4 because the mussels need to be cooked in the barbecue packets, which requires Steps 5-9 to be completed first.",2
